iter	Logloss
253	0.02863848327
254	0.02844326545
255	0.02830808546
256	0.02808739847
257	0.02787324039
258	0.0277391958
259	0.02747045146
260	0.02729392008
261	0.02708057158
262	0.02698042206
263	0.02676089124
264	0.02651989189
265	0.02636665514
266	0.02614529706
267	0.02596814549
268	0.02586128085
269	0.02573893066
270	0.02552085131
271	0.025359676
272	0.02528243446
273	0.0251580291
274	0.02498986268
275	0.02483865944
276	0.02465669973
277	0.0245327837
278	0.02433129147
279	0.02411850944
280	0.0239651363
281	0.02380301324
282	0.02370137366
283	0.02353985374
284	0.02342632419
285	0.02330748212
286	0.0232080087
287	0.02304272549
288	0.02289836668
289	0.02273052336
290	0.02263076772
291	0.02250884156
292	0.02238845209
293	0.02228927212
294	0.02217782305
295	0.02201140143
296	0.02193600525
297	0.02175583986
298	0.02162421435
299	0.02148199041
300	0.02136090134
301	0.02121393258
302	0.02103485965
303	0.02090385065
304	0.02079029531
305	0.02069261183
306	0.02057559518
307	0.02046468316
308	0.02033633213
309	0.02021535988
310	0.02007413806
311	0.01994680394
312	0.0198207473
313	0.01974456422
314	0.01962481576
315	0.01952540579
316	0.01939812164
317	0.01931018549
318	0.01918046261
319	0.01905545475
320	0.0189407395
321	0.01881960488
322	0.01871170252
323	0.0186280911
324	0.01851940619
325	0.01846272814
326	0.0183654593
327	0.01824130683
328	0.01812075873
329	0.01802697458
330	0.01793743439
331	0.01782900831
332	0.01773968778
333	0.01760301391
334	0.01750114935
335	0.01744698881
336	0.01737882975
337	0.01726408578
338	0.01717713802
339	0.0170863635
340	0.01697652263
341	0.01689015987
342	0.0167786391
343	0.01673673657
344	0.01665200867
345	0.01658218428
346	0.01649251684
347	0.01640831139
348	0.01629646425
349	0.01621735335
350	0.01616910283
351	0.01607249236
352	0.01602586204
353	0.01594066771
354	0.01584909924
355	0.01575860012
356	0.01568047099
357	0.01559108143
358	0.01550307125
359	0.01542176859
360	0.01532773234
361	0.01525603889
362	0.01518044701
363	0.01508811868
364	0.01499870414
365	0.01494330941
366	0.01488108864
367	0.01480947495
368	0.01474069009
369	0.01467154935
370	0.01460749365
371	0.01451115437
372	0.01442877168
373	0.01437007447
374	0.01431170074
375	0.01421473088
376	0.01415812228
377	0.01407910202
378	0.0140061858
379	0.01394628346
380	0.01387546946
381	0.01381101024
382	0.01374864623
383	0.01367408488
384	0.01361277585
385	0.01353905638
386	0.01346491428
387	0.01341723627
388	0.01337713398
389	0.01331750963
390	0.01325526536
391	0.01319877479
392	0.01312968417
393	0.01307457524
394	0.01303001633
395	0.01299009013
396	0.01293596049
397	0.01288895633
398	0.0128348184
399	0.01278862198
400	0.01274513515
401	0.01267730227
402	0.01259922367
403	0.01254817769
404	0.01251564235
405	0.0124548531
406	0.01239110516
407	0.01235811948
408	0.01229931145
409	0.01225115088
410	0.01220007721
411	0.01215292185
412	0.01210257314
413	0.01205893328
414	0.01199969075
415	0.01196117909
416	0.011907036
417	0.01187216776
418	0.0118351007
419	0.01178873263
420	0.01174877567
421	0.01170388657
422	0.01162731166
423	0.01158916021
424	0.01153876035
425	0.01148478233
426	0.01142573963
427	0.01137627383
428	0.01135449113
429	0.01130274675
430	0.01124039582
431	0.0112045384
432	0.0111676794
433	0.01112682777
434	0.0110801009
435	0.01104389498
436	0.01100280076
437	0.01095971135
438	0.01093216063
439	0.01088303407
440	0.0108546503
441	0.01081602905
442	0.01078253237
443	0.01073749174
444	0.01069609344
445	0.01065783017
446	0.01061058318
447	0.01057710919
448	0.01053290936
449	0.01050063293
450	0.01046875287
451	0.01042850582
452	0.01039092012
453	0.01034947237
454	0.01031153616
455	0.01027968829
456	0.01023943157
457	0.01019512005
458	0.01016944473
459	0.01013602859
460	0.01009727772
461	0.01006874458
462	0.010040805
463	0.009986176003
464	0.009947121304
465	0.009899480026
466	0.00984983322
467	0.009817169514
468	0.009780416953
469	0.009745160168
470	0.009718161746
471	0.009687296042
472	0.009650524646
473	0.009609968478
474	0.009578695922
475	0.009551814103
476	0.009527963238
477	0.009503202167
478	0.009466738133
479	0.009423064808
480	0.009396876071
481	0.009355238812
482	0.009314078526
483	0.009283941317
484	0.009259318277
485	0.009227195106
486	0.009183683225
487	0.009146299874
488	0.009125202445
489	0.009093356282
490	0.009054040722
491	0.009022614142
492	0.008986412151
493	0.008954581938
494	0.008933588092
495	0.008898266614
496	0.008858859591
497	0.00883209584
498	0.008793630974
499	0.008765223492
500	0.008736149071
501	0.008716769611
502	0.008686648233
503	0.008657357204
504	0.008638781867
505	0.008604289945
506	0.008572409184
507	0.008541252671
508	0.008511473226
509	0.008485344821
510	0.008461728382
511	0.008429506777
512	0.008408729266
513	0.008378339326
514	0.008345983844
515	0.008331544288
516	0.008304086342
517	0.008274023921
518	0.008245723462
519	0.00821954199
520	0.008186238594
521	0.008151674363
522	0.008122180754
523	0.008091536561
524	0.008065789546
525	0.008038444216
526	0.008018308173
527	0.007982323053
528	0.007953094457
529	0.007935138767
530	0.007904935862
531	0.007866640748
532	0.007852696079
533	0.007827484564
534	0.007811783332
535	0.007789820219
536	0.007775552729
537	0.007751197466
538	0.007733187849
539	0.007714392112
540	0.007696801301
541	0.007674806728
542	0.007650110111
543	0.007622217104
544	0.00761269362
545	0.007589323817
546	0.007568294026
547	0.007533546968
548	0.007513702572
549	0.007484677905
550	0.007465549502
551	0.007441620364
552	0.007421978736
553	0.007397895963
554	0.007380206942
555	0.007361696908
556	0.007336118306
557	0.007313242209
558	0.007291576345
559	0.00727051097
560	0.007246700187
561	0.007228969079
562	0.00720982361
563	0.007191250736
564	0.007169549499
565	0.007149750236
566	0.00712521956
567	0.007105238292
568	0.007088049898
569	0.007069449336
570	0.007044776047
571	0.007023558219
572	0.007005726074
573	0.006997770353
574	0.006980170194
575	0.006959381243
576	0.006939075412
577	0.006931701181
578	0.00692210718
579	0.006904774168
580	0.006883793562
581	0.006861925967
582	0.006831539546
583	0.006819567337
584	0.006802452209
585	0.006784259079
586	0.006765805259
587	0.006753672732
588	0.006730688464
589	0.006702162944
590	0.006685233189
591	0.006669054359
592	0.006646759558
593	0.006627120608
594	0.0066055176
595	0.00658629795
596	0.006572490527
597	0.006548845563
598	0.006527124931
599	0.006511592331
600	0.006486838775
601	0.006468864868
602	0.00645202147
603	0.006431841242
604	0.006413241693
605	0.006392141046
606	0.006372712052
607	0.006355336855
608	0.006338181196
609	0.006325611947
610	0.006304548653
611	0.006290907255
612	0.006268395267
613	0.006250001425
614	0.006233431122
615	0.006214818611
616	0.006198287176
617	0.006186104272
618	0.006166425193
619	0.006151891695
620	0.006135219341
621	0.006118388412
622	0.006100265913
623	0.006084981088
624	0.006072087961
625	0.006052028212
626	0.006035330534
627	0.006021293858
628	0.006003488374
629	0.005986227332
630	0.005968516297
631	0.005948860205
632	0.005936324016
633	0.005917344792
634	0.005901527427
635	0.005881031257
636	0.005864511695
637	0.005852490926
638	0.005843453173
639	0.005828135338
640	0.005807895013
641	0.005787168977
642	0.005764819987
643	0.005744081386
644	0.005729249531
645	0.005710173589
646	0.005694442682
647	0.005675184876
648	0.00565496395
649	0.00563386724
650	0.005619219774
651	0.005598316377
652	0.00558385985
653	0.005570401397
654	0.005553213598
655	0.005537106056
656	0.005522008761
657	0.005503057978
658	0.005484256752
659	0.005466440735
660	0.005449993604
661	0.005435510426
662	0.005420957259
663	0.005407245028
664	0.005394473583
665	0.005374042101
666	0.005359349516
667	0.005342646141
668	0.005324274706
669	0.005312309999
670	0.005293294039
671	0.005277216483
672	0.005266024729
673	0.005248898944
674	0.005235926175
675	0.005217845973
676	0.005203462977
677	0.005186836918
678	0.005171197335
679	0.005159145633
680	0.005147283316
681	0.005130601334
682	0.00511366219
683	0.005101167291
684	0.005087036758
685	0.005072304235
686	0.005057307872
687	0.005044623076
688	0.005031239804
689	0.005021357343
690	0.005008995107
691	0.00499887722
692	0.004986025805
693	0.004973386651
694	0.004959299716
695	0.004944765042
696	0.004930623054
697	0.00491903787
698	0.004911509887
699	0.0048979453
700	0.004886923725
701	0.004875211474
702	0.004865082485
703	0.004850713778
704	0.004840256431
705	0.00483034424
706	0.00482237555
707	0.004813420791
708	0.004801935032
709	0.004789133212
710	0.00477738129
711	0.004765162305
712	0.004756604574
713	0.004744135992
714	0.004734745906
715	0.004723890091
716	0.0047150772
717	0.004707474009
718	0.004694508457
719	0.004679248379
720	0.004667497178
721	0.004654860389
722	0.004642843659
723	0.004636822355
724	0.004631060155
725	0.004616206942
726	0.004607270356
727	0.0045950286
728	0.004582534173
729	0.004572058739
730	0.004563708996
731	0.004550817108
732	0.004540594272
733	0.004529976001
734	0.004519470249
735	0.004509148836
736	0.004499419897
737	0.004493561627
738	0.004485463503
739	0.00447709956
740	0.004466863255
741	0.004456819507
742	0.004447244241
743	0.004439983457
744	0.004429936968
745	0.004419010771
746	0.004411768449
747	0.004402382816
748	0.00439372957
749	0.004382434196
750	0.004372820149
751	0.004364718859
752	0.004356899584
753	0.004345700685
754	0.00433381291
755	0.004325221589
756	0.0043160572
757	0.00430732875
758	0.004297106021
759	0.004287392006
760	0.004280165681
761	0.004270435524
762	0.004262681321
763	0.004254932458
764	0.004244141925
765	0.00423525961
766	0.004224687075
767	0.004215871184
768	0.004207035441
769	0.004196738881
770	0.004188418103
771	0.004180527144
772	0.004172522038
773	0.004162396478
774	0.004152665399
775	0.004143979568
776	0.004134126023
777	0.004125957789
778	0.004115842136
779	0.004108361866
780	0.004097609723
781	0.004090429489
782	0.0040833306
783	0.004073640995
784	0.004064112192
785	0.004058648872
786	0.004049592299
787	0.004039602212
788	0.004029881008
789	0.004022068861
790	0.004013240891
791	0.004004876016
792	0.003996151449
793	0.00398962968
794	0.003981890932
795	0.003974326229
796	0.003967056481
797	0.003958077497
798	0.003951145236
799	0.00394154604
800	0.00393560216
801	0.003928679837
802	0.003921806936
803	0.00391407642
804	0.003906358364
805	0.003899254289
806	0.003890387017
807	0.003885979952
808	0.003877624719
809	0.00387125971
810	0.003863394852
811	0.003855061586
812	0.00384840279
813	0.003842612358
814	0.003834923876
815	0.003828684482
816	0.003821331466
817	0.003814478171
818	0.003808499309
819	0.003803463645
820	0.003797910297
821	0.003789634346
822	0.003783514869
823	0.003778980924
824	0.003771593192
825	0.003765629997
826	0.003758834461
827	0.003750146532
828	0.003741250657
829	0.003736685255
830	0.003729766496
831	0.003722285287
832	0.003714147374
833	0.003704986084
834	0.00370034963
835	0.00369660234
836	0.003692478872
837	0.003684684651
838	0.003677340426
839	0.003669246759
840	0.003661924518
